Uniprot ID,Gene Name,Uniprot Name,Protein Name
Q96HU1,SGSM3,SGSM3_HUMAN,Small G protein signaling modulator 3
P04271,S100B,S100B_HUMAN,Protein S100-B
Q9NPD5,SLCO1B3,SO1B3_HUMAN,Solute carrier organic anion transporter family member 1B3
Q504Y0,SLC39A12,S39AC_HUMAN,Zinc transporter ZIP12
Q13485,SMAD4,SMAD4_HUMAN,Mothers against decapentaplegic homolog 4
Q8TD43,TRPM4,TRPM4_HUMAN,Transient receptor potential cation channel subfamily M member 4
Q9BX84,TRPM6,TRPM6_HUMAN,Transient receptor potential cation channel subfamily M member 6
Q8TE82,SH3TC1,S3TC1_HUMAN,SH3 domain and tetratricopeptide repeat-containing protein 1
Q5T4T1,TMEM170B,T170B_HUMAN,Transmembrane protein 170B
Q9C029,TRIM7,TRIM7_HUMAN,E3 ubiquitin-protein ligase TRIM7
P35610,SOAT1,SOAT1_HUMAN,Sterol O-acyltransferase 1
P35625,TIMP3,TIMP3_HUMAN,Metalloproteinase inhibitor 3
A0A286YF58,TMEM271,TM271_HUMAN,Transmembrane protein 271
Q15650,TRIP4,TRIP4_HUMAN,Activating signal cointegrator 1
P20231,TPSB2,TRYB2_HUMAN,Tryptase beta-2
Q9NP84,TNFRSF12A,TNR12_HUMAN,Tumor necrosis factor receptor superfamily member 12A
Q8N394,TMTC2,TMTC2_HUMAN,Protein O-mannosyl-transferase TMTC2
Q6UVJ0,SASS6,SAS6_HUMAN,Spindle assembly abnormal protein 6 homolog
P62306,SNRPF,RUXF_HUMAN,Small nuclear ribonucleoprotein F
Q96ER3,SAAL1,SAAL1_HUMAN,Protein SAAL1
A0A0C4DH27,TRGV8,TRGV8_HUMAN,T cell receptor gamma variable 8
Q9H0A3,TMEM191A,T191A_HUMAN,Transmembrane protein 191A
Q5H9E4,SLC25A53,S2553_HUMAN,Solute carrier family 25 member 53
P35711,SOX5,SOX5_HUMAN,Transcription factor SOX-5
Q5MJ10,SPANXN2,SPXN2_HUMAN,Sperm protein associated with the nucleus on the X chromosome N2
O95171,SCEL,SCEL_HUMAN,Sciellin
P05543,SERPINA7,THBG_HUMAN,Thyroxine-binding globulin
P42226,STAT6,STAT6_HUMAN,Signal transducer and activator of transcription 6
Q9Y2Y6,TMEM98,TMM98_HUMAN,Transmembrane protein 98
P61647,ST8SIA6,SIA8F_HUMAN,"Alpha-2,8-sialyltransferase 8F"
Q59H18,TNNI3K,TNI3K_HUMAN,Serine/threonine-protein kinase TNNI3K
Q9HCN3,TMEM8A,TMM8A_HUMAN,Post-GPI attachment to proteins factor 6
O43291,SPINT2,SPIT2_HUMAN,Kunitz-type protease inhibitor 2
Q9NPB0,SAYSD1,SMDC1_HUMAN,SAYSvFN domain-containing protein 1
A6ZKI3,RTL8C,RTL8C_HUMAN,Retrotransposon Gag-like protein 8C
Q5JTV8,TOR1AIP1,TOIP1_HUMAN,Torsin-1A-interacting protein 1
Q8NE00,TMEM104,TM104_HUMAN,Transmembrane protein 104
Q96JI7,SPG11,SPTCS_HUMAN,Spatacsin
Q86WS5,TMPRSS12,TMPSC_HUMAN,Transmembrane protease serine 12
Q9UPR3,SMG5,SMG5_HUMAN,Protein SMG5
P09683,SCT,SECR_HUMAN,Secretin
P51854,TKTL1,TKTL1_HUMAN,Transketolase-like protein 1
P53794,SLC5A3,SC5A3_HUMAN,Sodium/myo-inositol cotransporter
Q9BY12,SCAPER,SCAPE_HUMAN,S phase cyclin A-associated protein in the endoplasmic reticulum
Q7RTT5,SSX7,SSX7_HUMAN,Protein SSX7
Q02880,TOP2B,TOP2B_HUMAN,DNA topoisomerase 2-beta
P38159,RBMX,RBMX_HUMAN,"RNA-binding motif protein, X chromosome"
O75452,RDH16,RDH16_HUMAN,Retinol dehydrogenase 16
Q96GF1,RNF185,RN185_HUMAN,E3 ubiquitin-protein ligase RNF185
Q15573,TAF1A,TAF1A_HUMAN,TATA box-binding protein-associated factor RNA polymerase I subunit A
Q6ZNX1,SHLD3,SHLD3_HUMAN,Shieldin complex subunit 3
Q7Z2T5,TRMT1L,TRM1L_HUMAN,TRMT1-like protein
O75182,SIN3B,SIN3B_HUMAN,Paired amphipathic helix protein Sin3b
O15178,TBXT,TBXT_HUMAN,T-box transcription factor T
P52788,SMS,SPSY_HUMAN,Spermine synthase
Q6DHY5,TBC1D3G,TBC3G_HUMAN,TBC1 domain family member 3G
P51649,ALDH5A1,SSDH_HUMAN,"Succinate-semialdehyde dehydrogenase, mitochondrial"
Q6SZW1,SARM1,SARM1_HUMAN,Sterile alpha and TIR motif-containing protein 1
Q8N103,TAGAP,TAGAP_HUMAN,T-cell activation Rho GTPase-activating protein
Q9NQ40,SLC52A3,S52A3_HUMAN,"Solute carrier family 52, riboflavin transporter, member 3"
P49458,SRP9,SRP09_HUMAN,Signal recognition particle 9 kDa protein
O60220,TIMM8A,TIM8A_HUMAN,Mitochondrial import inner membrane translocase subunit Tim8 A
Q9H3U7,SMOC2,SMOC2_HUMAN,SPARC-related modular calcium-binding protein 2
Q9H5I1,SUV39H2,SUV92_HUMAN,Histone-lysine N-methyltransferase SUV39H2
Q15413,RYR3,RYR3_HUMAN,Ryanodine receptor 3
Q8NBV8,SYT8,SYT8_HUMAN,Synaptotagmin-8
Q9BUA3,SPINDOC,SPNDC_HUMAN,Spindlin interactor and repressor of chromatin-binding protein
Q7RTU9,STRC,STRC_HUMAN,Stereocilin
Q03403,TFF2,TFF2_HUMAN,Trefoil factor 2
Q53LP3,SOWAHC,SWAHC_HUMAN,Ankyrin repeat domain-containing protein SOWAHC
A0JD36,TRDV2,TRDV2_HUMAN,T cell receptor delta variable 2
Q86TG1,TMEM150A,T150A_HUMAN,Transmembrane protein 150A
Q9NRL3,STRN4,STRN4_HUMAN,Striatin-4
Q6ZMT1,STAC2,STAC2_HUMAN,SH3 and cysteine-rich domain-containing protein 2
O94759,TRPM2,TRPM2_HUMAN,Transient receptor potential cation channel subfamily M member 2
Q9NZQ8,TRPM5,TRPM5_HUMAN,Transient receptor potential cation channel subfamily M member 5
Q9UBB9,TFIP11,TFP11_HUMAN,Tuftelin-interacting protein 11
P29353,SHC1,SHC1_HUMAN,SHC-transforming protein 1
Q13501,SQSTM1,SQSTM_HUMAN,Sequestosome-1
P29034,S100A2,S10A2_HUMAN,Protein S100-A2
Q2M3C6,TMEM266,TM266_HUMAN,Transmembrane protein 266
Q12899,TRIM26,TRI26_HUMAN,Tripartite motif-containing protein 26
Q9ULQ0,STRIP2,STRP2_HUMAN,Striatin-interacting protein 2
Q8WVE7,TMEM170A,T170A_HUMAN,Transmembrane protein 170A
Q96KG9,SCYL1,SCYL1_HUMAN,N-terminal kinase-like protein
Q9BW92,TARS2,SYTM_HUMAN,"Threonine--tRNA ligase, mitochondrial"
Q9UH36,SRRD,SRR1L_HUMAN,SRR1-like protein
Q5BJF2,TMEM97,SGMR2_HUMAN,Sigma intracellular receptor 2
Q96CW6,SLC7A6OS,S7A6O_HUMAN,Probable RNA polymerase II nuclear localization protein SLC7A6OS
Q9NXZ1,SAGE1,SAGE1_HUMAN,Sarcoma antigen 1
P16035,TIMP2,TIMP2_HUMAN,Metalloproteinase inhibitor 2
Q96GW9,MARS2,SYMM_HUMAN,"Methionine--tRNA ligase, mitochondrial"
Q8IYB3,SRRM1,SRRM1_HUMAN,Serine/arginine repetitive matrix protein 1
P32856,STX2,STX2_HUMAN,Syntaxin-2
Q9BSF0,C2orf88,SMAKA_HUMAN,Small membrane A-kinase anchor protein
Q96C34,RUNDC1,RUND1_HUMAN,RUN domain-containing protein 1
Q8IXX5,TMEM183A,T183A_HUMAN,Transmembrane protein 183A
Q01196,RUNX1,RUNX1_HUMAN,Runt-related transcription factor 1
P0C1Z6,TFPT,TFPT_HUMAN,TCF3 fusion partner
Q99954,SMR3A,SMR3A_HUMAN,Submaxillary gland androgen-regulated protein 3A
Q9Y2W3,SLC45A1,S45A1_HUMAN,Proton-associated sugar transporter A
Q96RL6,SIGLEC11,SIG11_HUMAN,Sialic acid-binding Ig-like lectin 11
Q9NYW7,TAS2R1,TA2R1_HUMAN,Taste receptor type 2 member 1
A8MWD9,SNRPGP15,RUXGL_HUMAN,Putative small nuclear ribonucleoprotein G-like protein 15
O95425,SVIL,SVIL_HUMAN,Supervillin
Q9GZT4,SRR,SRR_HUMAN,Serine racemase
O75159,SOCS5,SOCS5_HUMAN,Suppressor of cytokine signaling 5
Q3KNW1,SNAI3,SNAI3_HUMAN,Zinc finger protein SNAI3
O00463,TRAF5,TRAF5_HUMAN,TNF receptor-associated factor 5
Q9Y651,SOX21,SOX21_HUMAN,Transcription factor SOX-21
Q9UQF0,ERVW-1,SYCY1_HUMAN,Syncytin-1
Q9H190,SDCBP2,SDCB2_HUMAN,Syntenin-2
Q8NBS3,SLC4A11,S4A11_HUMAN,Sodium bicarbonate transporter-like protein 11
Q149N8,SHPRH,SHPRH_HUMAN,E3 ubiquitin-protein ligase SHPRH
Q8IWR1,TRIM59,TRI59_HUMAN,Tripartite motif-containing protein 59
P62753,RPS6,RS6_HUMAN,40S ribosomal protein S6
P08842,STS,STS_HUMAN,Steryl-sulfatase
Q9NVS2,MRPS18A,RT18A_HUMAN,"39S ribosomal protein S18a, mitochondrial"
O43290,SART1,SNUT1_HUMAN,U4/U6.U5 tri-snRNP-associated protein 1
E9PQX1,TMEM262,TM262_HUMAN,Transmembrane protein 262
Q96A98,PTH2,TIP39_HUMAN,Tuberoinfundibular peptide of 39 residues
Q9NQZ5,STARD7,STAR7_HUMAN,"StAR-related lipid transfer protein 7, mitochondrial"
Q15005,SPCS2,SPCS2_HUMAN,Signal peptidase complex subunit 2
O60292,SIPA1L3,SI1L3_HUMAN,Signal-induced proliferation-associated 1-like protein 3
Q8TC26,TMEM163,TM163_HUMAN,Transmembrane protein 163
A0AV02,SLC12A8,S12A8_HUMAN,Solute carrier family 12 member 8
Q969K7,TMEM54,TMM54_HUMAN,Transmembrane protein 54
Q96LK8,SPATA32,SPT32_HUMAN,Spermatogenesis-associated protein 32
P25445,FAS,TNR6_HUMAN,Tumor necrosis factor receptor superfamily member 6
Q9Y5W7,SNX14,SNX14_HUMAN,Sorting nexin-14
Q86WV5,TEN1,TEN1L_HUMAN,CST complex subunit TEN1
Q9BT81,SOX7,SOX7_HUMAN,Transcription factor SOX-7
O43511,SLC26A4,S26A4_HUMAN,Pendrin
Q9BT56,SPX,SPXN_HUMAN,Spexin
Q6UXN7,TOMM20L,TO20L_HUMAN,TOMM20-like protein 1
Q495Y8,SPDYE2,SPDE2_HUMAN,Speedy protein E2
Q7Z614,SNX20,SNX20_HUMAN,Sorting nexin-20
Q96BY9,SARAF,SARAF_HUMAN,Store-operated calcium entry-associated regulatory factor
Q96EA4,SPDL1,SPDLY_HUMAN,Protein Spindly
Q92622,RUBCN,RUBIC_HUMAN,Run domain Beclin-1-interacting and cysteine-rich domain-containing protein
Q9NUL3,STAU2,STAU2_HUMAN,Double-stranded RNA-binding protein Staufen homolog 2
Q9NY99,SNTG2,SNTG2_HUMAN,Gamma-2-syntrophin
Q5TCX8,MAP3K21,M3K21_HUMAN,Mitogen-activated protein kinase kinase kinase 21
Q4G0G2,H1FX-AS1,H1AS1_HUMAN,Putative uncharacterized protein H1FX-AS1
P11801,PSKH1,KPSH1_HUMAN,Serine/threonine-protein kinase H1
Q96MP8,KCTD7,KCTD7_HUMAN,BTB/POZ domain-containing protein KCTD7
A8MYU2,KCNU1,KCNU1_HUMAN,Potassium channel subfamily U member 1
P48048,KCNJ1,KCNJ1_HUMAN,ATP-sensitive inward rectifier potassium channel 1
Q9UBS0,RPS6KB2,KS6B2_HUMAN,Ribosomal protein S6 kinase beta-2
Q8NGX3,OR10T2,O10T2_HUMAN,Olfactory receptor 10T2
Q8NGE3,OR10P1,O10P1_HUMAN,Olfactory receptor 10P1
Q8NGN2,OR10S1,O10S1_HUMAN,Olfactory receptor 10S1
Q9Y3R4,NEU2,NEUR2_HUMAN,Sialidase-2
C9JG80,NPIPB4,NPIB4_HUMAN,Nuclear pore complex-interacting protein family member B4
Q6NZ67,MZT2B,MZT2B_HUMAN,Mitotic-spindle organizing protein 2B
E2RYF6,MUC22,MUC22_HUMAN,Mucin-22
Q96QC0,PPP1R10,PP1RA_HUMAN,Serine/threonine-protein phosphatase 1 regulatory subunit 10
Q6TCH4,PAQR6,PAQR6_HUMAN,Membrane progestin receptor delta
Q8IZD2,KMT2E,KMT2E_HUMAN,Inactive histone-lysine N-methyltransferase 2E
Q8IWE2,FAM114A1,NXP20_HUMAN,Protein NOXP20
Q8IYL9,GPR65,PSYR_HUMAN,Psychosine receptor
A8MQ11,PMS2P5,PM2P5_HUMAN,Postmeiotic segregation increased 2-like protein 5
O14737,PDCD5,PDCD5_HUMAN,Programmed cell death protein 5
A8MTQ0,NOTO,NOTO_HUMAN,Homeobox protein notochord
Q8IYP2,PRSS58,PRS58_HUMAN,Serine protease 58
Q9P1Y6,PHRF1,PHRF1_HUMAN,PHD and RING finger domain-containing protein 1
Q8N130,SLC34A3,NPT2C_HUMAN,Sodium-dependent phosphate transport protein 2C
Q8N2H9,PELI3,PELI3_HUMAN,E3 ubiquitin-protein ligase pellino homolog 3
Q9NVZ3,NECAP2,NECP2_HUMAN,Adaptin ear-binding coat-associated protein 2
Q9Y253,POLH,POLH_HUMAN,DNA polymerase eta
Q92692,NECTIN2,NECT2_HUMAN,Nectin-2
Q96NY8,NECTIN4,NECT4_HUMAN,Nectin-4
O95006,OR2F2,OR2F2_HUMAN,Olfactory receptor 2F2
P04732,MT1E,MT1E_HUMAN,Metallothionein-1E
Q9Y3A3,MOB4,PHOCN_HUMAN,MOB-like protein phocein
Q86W24,NLRP14,NAL14_HUMAN,"NACHT, LRR and PYD domains-containing protein 14"
Q6L8Q7,PDE12,PDE12_HUMAN,"2',5'-phosphodiesterase 12"
Q8N339,MT1M,MT1M_HUMAN,Metallothionein-1M
P46934,NEDD4,NEDD4_HUMAN,E3 ubiquitin-protein ligase NEDD4
P55055,NR1H2,NR1H2_HUMAN,Oxysterols receptor LXR-beta
P45985,MAP2K4,MP2K4_HUMAN,Dual specificity mitogen-activated protein kinase kinase 4
Q9Y4C0,NRXN3,NRX3A_HUMAN,Neurexin-3
Q9NQV7,PRDM9,PRDM9_HUMAN,Histone-lysine N-methyltransferase PRDM9
Q9HD90,NEUROD4,NDF4_HUMAN,Neurogenic differentiation factor 4
P47881,OR3A1,OR3A1_HUMAN,Olfactory receptor 3A1
P47888,OR3A3,OR3A3_HUMAN,Olfactory receptor 3A3
Q6ZMV5,PPP4R3C,P4R3C_HUMAN,Protein PPP4R3C
Q9NTG1,PKDREJ,PKDRE_HUMAN,Polycystic kidney disease and receptor for egg jelly-related protein
P32242,OTX1,OTX1_HUMAN,Homeobox protein OTX1
Q86WI3,NLRC5,NLRC5_HUMAN,Protein NLRC5
P49810,PSEN2,PSN2_HUMAN,Presenilin-2
Q8IXL7,MSRB3,MSRB3_HUMAN,Methionine-R-sulfoxide reductase B3
Q9HCU5,PREB,PREB_HUMAN,Prolactin regulatory element-binding protein
Q8NH89,OR5AK3P,O5AK3_HUMAN,Putative olfactory receptor 5AK3
Q6UWI2,PARM1,PARM1_HUMAN,Prostate androgen-regulated mucin-like protein 1
Q8NGC0,OR5AU1,O5AU1_HUMAN,Olfactory receptor 5AU1
Q16653,MOG,MOG_HUMAN,Myelin-oligodendrocyte glycoprotein
Q9H0X9,OSBPL5,OSBL5_HUMAN,Oxysterol-binding protein-related protein 5
Q8NFP9,NBEA,NBEA_HUMAN,Neurobeachin
Q6IPT4,CYB5RL,NB5R5_HUMAN,NADH-cytochrome b5 reductase-like
Q96RB7,OR5M11,OR5MB_HUMAN,Olfactory receptor 5M11
Q13563,PKD2,PKD2_HUMAN,Polycystin-2
P13727,PRG2,PRG2_HUMAN,Bone marrow proteoglycan
Q5VTL8,PRPF38B,PR38B_HUMAN,Pre-mRNA-splicing factor 38B
Q8NGF0,OR52B6,O52B6_HUMAN,Olfactory receptor 52B6
Q9BVS4,RIOK2,RIOK2_HUMAN,Serine/threonine-protein kinase RIO2
Q8TDU9,RXFP4,RL3R2_HUMAN,Relaxin-3 receptor 2
Q86YD1,PTOV1,PTOV1_HUMAN,Prostate tumor-overexpressed gene 1 protein
P46778,RPL21,RL21_HUMAN,60S ribosomal protein L21
Q9NW13,RBM28,RBM28_HUMAN,RNA-binding protein 28
Q8WUM9,SLC20A1,S20A1_HUMAN,Sodium-dependent phosphate transporter 1
Q6NUK1,SLC25A24,SCMC1_HUMAN,Calcium-binding mitochondrial carrier protein SCaMC-1
Q8N5G0,SMIM20,SIM20_HUMAN,Small integral membrane protein 20
Q96FX7,TRMT61A,TRM61_HUMAN,tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A
Q13277,STX3,STX3_HUMAN,Syntaxin-3
Q9BTW9,TBCD,TBCD_HUMAN,Tubulin-specific chaperone D
Q13207,TBX2,TBX2_HUMAN,T-box transcription factor TBX2
Q6UWV7,SHISAL2A,SHL2A_HUMAN,Protein shisa-like-2A
Q9Y6E7,SIRT4,SIR4_HUMAN,"NAD-dependent protein lipoamidase sirtuin-4, mitochondrial"
Q9BQ70,TCF25,TCF25_HUMAN,Transcription factor 25
P23258,TUBG1,TBG1_HUMAN,Tubulin gamma-1 chain
Q9UL49,TCFL5,TCFL5_HUMAN,Transcription factor-like 5 protein
O60507,TPST1,TPST1_HUMAN,Protein-tyrosine sulfotransferase 1
Q14563,SEMA3A,SEM3A_HUMAN,Semaphorin-3A
A0A0C4DH28,TRGV4,TRGV4_HUMAN,T cell receptor gamma variable 4
O14544,SOCS6,SOCS6_HUMAN,Suppressor of cytokine signaling 6
Q8IZU3,SYCP3,SYCP3_HUMAN,Synaptonemal complex protein 3
Q9NS67,GPR27,GPR27_HUMAN,Probable G-protein coupled receptor 27
P21741,MDK,MK_HUMAN,Midkine
Q6UXM1,LRIG3,LRIG3_HUMAN,Leucine-rich repeats and immunoglobulin-like domains protein 3
Q96QH8,SPACA5,LYZL5_HUMAN,Sperm acrosome-associated protein 5
Q9NYL2,MAP3K20,M3K20_HUMAN,Mitogen-activated protein kinase kinase kinase 20
Q8TD91,MAGEC3,MAGC3_HUMAN,Melanoma-associated antigen C3
Q9HCI5,MAGEE1,MAGE1_HUMAN,Melanoma-associated antigen E1
Q75WM6,H1FNT,H1FNT_HUMAN,Testis-specific H1 histone
Q9BVR0,HERC2P3,HRC23_HUMAN,Putative HERC2-like protein 3
Q6A163,KRT39,K1C39_HUMAN,"Keratin, type I cytoskeletal 39"
Q7Z3Y8,KRT27,K1C27_HUMAN,"Keratin, type I cytoskeletal 27"
P09017,HOXC4,HXC4_HUMAN,Homeobox protein Hox-C4
A0A096LPI5,GVQW2,GVQW2_HUMAN,Protein GVQW2
Q13099,IFT88,IFT88_HUMAN,Intraflagellar transport protein 88 homolog
Q9UJM8,HAO1,HAOX1_HUMAN,Hydroxyacid oxidase 1
P09630,HOXC6,HXC6_HUMAN,Homeobox protein Hox-C6
Q9ULH4,LRFN2,LRFN2_HUMAN,Leucine-rich repeat and fibronectin type-III domain-containing protein 2
Q13261,IL15RA,I15RA_HUMAN,Interleukin-15 receptor subunit alpha
Q96AA8,JAKMIP2,JKIP2_HUMAN,Janus kinase and microtubule-interacting protein 2
Q8N5M9,JAGN1,JAGN1_HUMAN,Protein jagunal homolog 1
Q9BY66,KDM5D,KDM5D_HUMAN,Lysine-specific demethylase 5D
Q07866,KLC1,KLC1_HUMAN,Kinesin light chain 1
P05111,INHA,INHA_HUMAN,Inhibin alpha chain
A0A075B6S5,IGKV1-27,KV127_HUMAN,Immunoglobulin kappa variable 1-27
P56696,KCNQ4,KCNQ4_HUMAN,Potassium voltage-gated channel subfamily KQT member 4
Q9UK32,RPS6KA6,KS6A6_HUMAN,Ribosomal protein S6 kinase alpha-6
Q5VZ72,IZUMO3,IZUM3_HUMAN,Izumo sperm-egg fusion protein 3
Q9H208,OR10A2,O10A2_HUMAN,Olfactory receptor 10A2
P0DJ07,PET100,PT100_HUMAN,"Protein PET100 homolog, mitochondrial"
Q8NFH5,NUP35,NUP35_HUMAN,Nucleoporin NUP35
Q15014,MORF4L2,MO4L2_HUMAN,Mortality factor 4-like protein 2
Q8IZ41,RASEF,RASEF_HUMAN,Ras and EF-hand domain-containing protein
P78509,RELN,RELN_HUMAN,Reelin
A6NNX1,RIIAD1,RIAD1_HUMAN,RIIa domain-containing protein 1
P18754,RCC1,RCC1_HUMAN,Regulator of chromosome condensation
P60153,RNASE9,RNAS9_HUMAN,Inactive ribonuclease-like protein 9
Q86U06,RBM23,RBM23_HUMAN,Probable RNA-binding protein 23
P62841,RPS15,RS15_HUMAN,40S ribosomal protein S15
P05386,RPLP1,RLA1_HUMAN,60S acidic ribosomal protein P1
Q9P2E9,RRBP1,RRBP1_HUMAN,Ribosome-binding protein 1
Q9Y580,RBM7,RBM7_HUMAN,RNA-binding protein 7
P18433,PTPRA,PTPRA_HUMAN,Receptor-type tyrosine-protein phosphatase alpha
Q2KHN1,RNF151,RN151_HUMAN,RING finger protein 151
Q8NG50,RDM1,RDM1_HUMAN,RAD52 motif-containing protein 1
P48651,PTDSS1,PTSS1_HUMAN,Phosphatidylserine synthase 1
Q9BYC8,MRPL32,RM32_HUMAN,"39S ribosomal protein L32, mitochondrial"
Q9P015,MRPL15,RM15_HUMAN,"39S ribosomal protein L15, mitochondrial"
O95279,KCNK5,KCNK5_HUMAN,Potassium channel subfamily K member 5
Q86T24,ZBTB33,KAISO_HUMAN,Transcriptional regulator Kaiso
P43631,KIR2DS2,KI2S2_HUMAN,Killer cell immunoglobulin-like receptor 2DS2
P23677,ITPKA,IP3KA_HUMAN,Inositol-trisphosphate 3-kinase A
Q13753,LAMC2,LAMC2_HUMAN,Laminin subunit gamma-2
Q8NGN7,OR10D4P,O10D4_HUMAN,Putative olfactory receptor 10D4
Q6ZTZ1,MSANTD1,MSD1_HUMAN,Myb/SANT-like DNA-binding domain-containing protein 1
Q99417,MYCBP,MYCBP_HUMAN,c-Myc-binding protein
Q71RS6,SLC24A5,NCKX5_HUMAN,Sodium/potassium/calcium exchanger 5
Q6P4R8,NFRKB,NFRKB_HUMAN,Nuclear factor related to kappa-B-binding protein
Q14CX7,NAA25,NAA25_HUMAN,"N-alpha-acetyltransferase 25, NatB auxiliary subunit"
P0DN78,OPN1MW3,OPSG3_HUMAN,Medium-wave-sensitive opsin 3
Q8N8Z3,PRR26,PRR26_HUMAN,Proline-rich protein 26
Q9BV57,ADI1,MTND_HUMAN,"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase"
Q9H7P9,PLEKHG2,PKHG2_HUMAN,Pleckstrin homology domain-containing family G member 2
Q01970,PLCB3,PLCB3_HUMAN,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3"
B2RTY4,MYO9A,MYO9A_HUMAN,Unconventional myosin-IXa
Q5FWE3,PRRT3,PRRT3_HUMAN,Proline-rich transmembrane protein 3
Q96DM1,PGBD4,PGBD4_HUMAN,PiggyBac transposable element-derived protein 4
Q9BXM7,PINK1,PINK1_HUMAN,"Serine/threonine-protein kinase PINK1, mitochondrial"
Q13671,RIN1,RIN1_HUMAN,Ras and Rab interactor 1
Q9BQY4,RHOXF2,RHXF2_HUMAN,Rhox homeobox family member 2
P62244,RPS15A,RS15A_HUMAN,40S ribosomal protein S15a
Q96K19,RNF170,RN170_HUMAN,E3 ubiquitin-protein ligase RNF170
Q15542,TAF5,TAF5_HUMAN,Transcription initiation factor TFIID subunit 5
Q8TBC3,SHKBP1,SHKB1_HUMAN,SH3KBP1-binding protein 1
Q8WXA9,SREK1,SREK1_HUMAN,Splicing regulatory glutamine/lysine-rich protein 1
O00186,STXBP3,STXB3_HUMAN,Syntaxin-binding protein 3
P0DP42,TMEM225B,T225B_HUMAN,Transmembrane protein 225B
P57082,TBX4,TBX4_HUMAN,T-box transcription factor TBX4
Q8WXD0,RXFP2,RXFP2_HUMAN,Relaxin receptor 2
Q8IY50,SLC35F3,S35F3_HUMAN,Putative thiamine transporter SLC35F3
Q9NYJ8,TAB2,TAB2_HUMAN,TGF-beta-activated kinase 1 and MAP3K7-binding protein 2
Q9NR00,TCIM,TCIM_HUMAN,Transcriptional and immune response regulator
P68366,TUBA4A,TBA4A_HUMAN,Tubulin alpha-4A chain
P21579,SYT1,SYT1_HUMAN,Synaptotagmin-1
Q8WWU5,TCP11,TCP11_HUMAN,T-complex protein 11 homolog
P60174,TPI1,TPIS_HUMAN,Triosephosphate isomerase
Q96F44,TRIM11,TRI11_HUMAN,E3 ubiquitin-protein ligase TRIM11
P51172,SCNN1D,SCNND_HUMAN,Amiloride-sensitive sodium channel subunit delta
Q2TAY7,SMU1,SMU1_HUMAN,WD40 repeat-containing protein SMU1
Q9NZQ3,NCKIPSD,SPN90_HUMAN,NCK-interacting protein with SH3 domain
Q15035,TRAM2,TRAM2_HUMAN,Translocating chain-associated membrane protein 2
Q9BVS5,TRMT61B,TR61B_HUMAN,"tRNA (adenine(58)-N(1))-methyltransferase, mitochondrial"
O43581,SYT7,SYT7_HUMAN,Synaptotagmin-7
A6NMA1,TRPC5OS,TR5OS_HUMAN,Putative uncharacterized protein TRPC5OS
Q9BVA1,TUBB2B,TBB2B_HUMAN,Tubulin beta-2B chain
O75382,TRIM3,TRIM3_HUMAN,Tripartite motif-containing protein 3
Q9C0K1,SLC39A8,S39A8_HUMAN,Zinc transporter ZIP8
Q96CE8,TM4SF18,T4S18_HUMAN,Transmembrane 4 L6 family member 18
Q96DZ7,TM4SF19,T4S19_HUMAN,Transmembrane 4 L6 family member 19
Q92734,TFG,TFG_HUMAN,Protein TFG
O43147,SGSM2,SGSM2_HUMAN,Small G protein signaling modulator 2
Q16613,AANAT,SNAT_HUMAN,Serotonin N-acetyltransferase
Q9P2R7,SUCLA2,SUCB1_HUMAN,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial"
Q9H2V7,SPNS1,SPNS1_HUMAN,Protein spinster homolog 1
O14894,TM4SF5,T4S5_HUMAN,Transmembrane 4 L6 family member 5
Q96MF2,STAC3,STAC3_HUMAN,SH3 and cysteine-rich domain-containing protein 3
Q96T51,RUFY1,RUFY1_HUMAN,RUN and FYVE domain-containing protein 1
Q01826,SATB1,SATB1_HUMAN,DNA-binding protein SATB1
Q9NP91,SLC6A20,S6A20_HUMAN,Sodium- and chloride-dependent transporter XTRP3
P14868,DARS,SYDC_HUMAN,"Aspartate--tRNA ligase, cytoplasmic"
O94956,SLCO2B1,SO2B1_HUMAN,Solute carrier organic anion transporter family member 2B1
Q06330,RBPJ,SUH_HUMAN,Recombining binding protein suppressor of hairless
Q14258,TRIM25,TRI25_HUMAN,E3 ubiquitin/ISG15 ligase TRIM25
Q96BD0,SLCO4A1,SO4A1_HUMAN,Solute carrier organic anion transporter family member 4A1
P07478,PRSS2,TRY2_HUMAN,Trypsin-2
Q6ZQN7,SLCO4C1,SO4C1_HUMAN,Solute carrier organic anion transporter family member 4C1
Q9UIG8,SLCO3A1,SO3A1_HUMAN,Solute carrier organic anion transporter family member 3A1
Q9BQ50,TREX2,TREX2_HUMAN,Three prime repair exonuclease 2
Q92922,SMARCC1,SMRC1_HUMAN,SWI/SNF complex subunit SMARCC1
O94972,TRIM37,TRI37_HUMAN,E3 ubiquitin-protein ligase TRIM37
Q08ET2,SIGLEC14,SIG14_HUMAN,Sialic acid-binding Ig-like lectin 14
P20794,MAK,MAK_HUMAN,Serine/threonine-protein kinase MAK
P59773,MINAR2,MNARL_HUMAN,Major intrinsically disordered NOTCH2-binding receptor 1-like
Q29980,MICB,MICB_HUMAN,MHC class I polypeptide-related sequence B
